point_index,study_key,scan_variable,scan_value,s0,seff,detuning_n,cooling_power_w_per_beam,cooling_power_mw_per_beam,cooling_beam_diameter_m,cooling_beam_diameter_mm,cooling_beam_center_peak_intensity_w_per_m2,cooling_beam_center_on_resonance_saturation_parameter,cooling_beam_center_effective_saturation_parameter,cooling_detuning_hz,cooling_detuning_mhz,linewidth_hz,loading_rate_mean_atoms_per_s,loading_rate_from_mean_spectrum_atoms_per_s,loading_rate_sample_std_atoms_per_s,loading_rate_disc_cluster_sem_atoms_per_s,loading_rate_t95_lower_atoms_per_s,loading_rate_t95_upper_atoms_per_s,student_t_critical_95,confidence_level,disc_count,points_per_disc,capture_threshold_search_count,base_timeout_ray_count,zero_capture_velocity_count,velocity_resolved_override_count,unresolved_timeout_count,lower_classification_counts_json,upper_classification_counts_json,disc_radius_m,disc_radius_mm,phase_space,geometry_sha256,run_signature_sha256,point_elapsed_wall_time_s,statistics_directory,figures_directory,capture_cross_section_csv,capture_cross_section_plot,status
10,02_effective_saturation,seff,2.75,70.03427743142609,2.75,-2.4732069249793898,0.07403452878484888,74.03452878484889,0.0127,12.7,1168.8720903305016,70.03427743142609,2.75,-15000000.0,-15.0,6065000.0,1742264.127334785,1742264.127334785,1775157.1369862438,355031.42739724874,1009515.2749968588,2475012.9796727113,2.0638985616280245,0.95,25,25,625,592,16,19,0,"{""bounded_core_residence"":126,""escaped"":16,""two_core_entries"":483}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,58ec3627ce30612fe088aa6be97973aee5b88dd948117df26f59dc39e29a23e5,2136.613778900006,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\010_seff_2p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\010_seff_2p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\010_seff_2p75\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\010_seff_2p75\capture_cross_section_vs_velocity.png,completed
11,02_effective_saturation,seff,3.0,76.4010299251921,3.0,-2.4732069249793898,0.08076494049256243,80.76494049256243,0.0127,12.7,1275.1331894514565,76.40102992519212,3.000000000000001,-15000000.0,-15.0,6065000.0,1741299.8198923946,1741299.8198923946,1770301.0214238195,354060.2042847639,1010555.4735393459,2472044.1662454433,2.0638985616280245,0.95,25,25,625,598,13,18,0,"{""bounded_core_residence"":128,""escaped"":13,""two_core_entries"":484}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,d51a8b1dafcce7a1cce9b2ffe301d2b3aa32366501503c4ccaf5fe2626d3fc2b,2087.179700699984,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\011_seff_3,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\011_seff_3,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\011_seff_3\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\011_seff_3\capture_cross_section_vs_velocity.png,completed
12,02_effective_saturation,seff,3.25,82.7677824189581,3.25,-2.4732069249793898,0.08749535220027596,87.49535220027596,0.0127,12.7,1381.3942885724111,82.76778241895812,3.2500000000000004,-15000000.0,-15.0,6065000.0,1742052.9539307144,1742052.9539307146,1769917.5383391392,353983.5076678278,1011466.9016150418,2472639.006246387,2.0638985616280245,0.95,25,25,625,607,12,16,0,"{""bounded_core_residence"":140,""escaped"":12,""two_core_entries"":473}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,62dc494f3fa400b7b5552f84e4e268bc5ba897c66129dbf9e66378f525146de3,2031.8343774999958,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\012_seff_3p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\012_seff_3p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\012_seff_3p25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\012_seff_3p25\capture_cross_section_vs_velocity.png,completed
13,02_effective_saturation,seff,3.5,89.13453491272412,3.5,-2.4732069249793898,0.09422576390798948,94.22576390798947,0.0127,12.7,1487.6553876933656,89.13453491272412,3.5,-15000000.0,-15.0,6065000.0,1733797.917451227,1733797.917451227,1755334.202005447,351066.8404010894,1009231.5705121234,2458364.2643903308,2.0638985616280245,0.95,25,25,625,609,11,17,0,"{""bounded_core_residence"":128,""escaped"":11,""two_core_entries"":486}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,602fe23bebb968d950dd2c0121be9067d087620b8325ac58b722511478c8831e,2000.682537399989,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\013_seff_3p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\013_seff_3p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\013_seff_3p5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\013_seff_3p5\capture_cross_section_vs_velocity.png,completed
14,02_effective_saturation,seff,3.75,95.50128740649012,3.75,-2.4732069249793898,0.10095617561570301,100.95617561570302,0.0127,12.7,1593.9164868143203,95.50128740649012,3.7499999999999996,-15000000.0,-15.0,6065000.0,1730869.3574161862,1730869.3574161862,1743707.9074821882,348741.58149643766,1011102.1089858061,2450636.605846566,2.0638985616280245,0.95,25,25,625,614,11,20,0,"{""bounded_core_residence"":121,""escaped"":11,""two_core_entries"":493}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,8e449134f59b69255003191e572bee54cb6e9ccf58e2fff12f7bc38c103384cf,1881.3655559000326,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\014_seff_3p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\014_seff_3p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\014_seff_3p75\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\014_seff_3p75\capture_cross_section_vs_velocity.png,completed
15,02_effective_saturation,seff,4.0,101.86803990025614,4.0,-2.4732069249793898,0.10768658732341657,107.68658732341657,0.0127,12.7,1700.1775859352754,101.86803990025615,4.000000000000001,-15000000.0,-15.0,6065000.0,1724960.862200953,1724960.8622009528,1751558.9639314557,350311.79278629116,1001952.8569479921,2447968.867453914,2.0638985616280245,0.95,25,25,625,616,10,19,0,"{""bounded_core_residence"":123,""escaped"":10,""two_core_entries"":492}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,665dc3ee96dc8da38cb2841348aa7f52b62aead6ea7ffc0025748fb2658eb7dd,1809.466996000032,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\015_seff_4,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\015_seff_4,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\015_seff_4\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\015_seff_4\capture_cross_section_vs_velocity.png,completed
16,02_effective_saturation,seff,4.25,108.23479239402215,4.25,-2.4732069249793898,0.11441699903113009,114.41699903113009,0.0127,12.7,1806.4386850562296,108.23479239402214,4.25,-15000000.0,-15.0,6065000.0,1722794.740718588,1722794.740718588,1755097.4729858628,351019.49459717254,998326.1107160875,2447263.3707210887,2.0638985616280245,0.95,25,25,625,618,10,21,0,"{""bounded_core_residence"":131,""escaped"":10,""two_core_entries"":484}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,3a9273126d01052445d2010778feeb713a8cb83f89e947273a355ac49474974f,1846.7820333999698,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\016_seff_4p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\016_seff_4p25,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\016_seff_4p25\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\016_seff_4p25\capture_cross_section_vs_velocity.png,completed
17,02_effective_saturation,seff,4.5,114.60154488778815,4.5,-2.4732069249793898,0.12114741073884365,121.14741073884365,0.0127,12.7,1912.6997841771847,114.60154488778817,4.500000000000001,-15000000.0,-15.0,6065000.0,1708284.4037861654,1708284.403786165,1727965.9761294026,345593.19522588054,995015.1052510375,2421553.7023212933,2.0638985616280245,0.95,25,25,625,619,10,19,0,"{""bounded_core_residence"":135,""escaped"":10,""two_core_entries"":480}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,8f202e03f5843855add4fc47319201e33e7267c23e3dd23d49caf53902247599,1730.9523656999809,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\017_seff_4p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\017_seff_4p5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\017_seff_4p5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\017_seff_4p5\capture_cross_section_vs_velocity.png,completed
18,02_effective_saturation,seff,4.75,120.96829738155417,4.75,-2.4732069249793898,0.12787782244655718,127.87782244655718,0.0127,12.7,2018.9608832981394,120.96829738155418,4.750000000000001,-15000000.0,-15.0,6065000.0,1703611.3542007592,1703611.3542007592,1734149.2562060975,346829.8512412195,987789.7230943446,2419432.985307174,2.0638985616280245,0.95,25,25,625,617,10,19,0,"{""bounded_core_residence"":150,""escaped"":10,""two_core_entries"":465}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,c4f57ee3149e284df19e97b799eaadf112327e55af4389360c66de82d23051c8,1752.523994200048,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\018_seff_4p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\018_seff_4p75,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\018_seff_4p75\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\018_seff_4p75\capture_cross_section_vs_velocity.png,completed
19,02_effective_saturation,seff,5.0,127.33504987532017,5.0,-2.4732069249793898,0.1346082341542707,134.6082341542707,0.0127,12.7,2125.221982419094,127.33504987532017,5.0,-15000000.0,-15.0,6065000.0,1696495.2766202646,1696495.2766202646,1727254.2009565525,345450.8401913105,983519.7844362264,2409470.768804303,2.0638985616280245,0.95,25,25,625,620,8,16,0,"{""bounded_core_residence"":148,""escaped"":8,""two_core_entries"":469}","{""escaped"":625}",0.015,15.0,full_sphere,02509217f582bc1619712cd31de3fcb34aac11b208c54a4cb228694f36603e17,7142ac746fdbd42e215f45b87c0284f6dfda4f11f45a4fa3d87914b1f00d7d94,1704.9649373000138,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\019_seff_5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\019_seff_5,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\statistics\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\019_seff_5\capture_velocity_spectrum.csv,C:\Users\imaq\SynologyDrive\IMAQ-Storage\Jupyter\Notebook\ARosypal\pMOT-Monte-Carlo-Simulation\outputs\figures\mot_simple\refined_relationships_full_sphere_25x25_r15mm_27mW_reference_optimized_v4_20260908\02_effective_saturation\points\019_seff_5\capture_cross_section_vs_velocity.png,completed
